compound_name,synonyms,species,strain,dosage,avg_lifespan_change,max_lifespan_change,gender,significance,pubmed_id,
Ampicillin ,,Caenorhabditis elegans,fem-1(hc17),100µg/ml,34,,,,16441844,
Resveratrol,,Nothobranchius furzeri,Gonarezhou,600 µg/g food,56,59,,,16461283,
L-deprenyl,Selegiline,Rattus norvegicus,F344/DuCrj,0.25 mg/kg. 3 times a week,8.1,,Male,,16463106,
Tamarixetin,,Caenorhabditis elegans,,NA,28,,,,16872777,
L-deprenyl,Selegiline,Rattus norvegicus,F344/DuCrj,0.25 mg/kg. 3 times a week,6.7,,Female,,16463106,
Tocotrienol,Tocotrienol rich fraction from palm oil,Caenorhabditis elegans,N2,NA,20,,,,16872777,
"3,5-dihydroxy-4Í-acetoxy-trans-stilbene","3,5-hydroxy-4Í-acetoxy-stilbene",Saccharomyces cerevisiae,PSY316AT_,10 µM,68.2,,,,17156081,
"3,5-dihydroxy-4Í-thiomethyl-trans-stilbene","3,5-hydroxy-4Í-thiomethyl-stilbene",Saccharomyces cerevisiae,PSY316AT_,10 µM,22.7,,,,17156081,
Ginkgo biloba extract,EGb 761,Caenorhabditis elegans,N2,100 µg/ml,8,,,,16872777,
Resveratrol,,Saccharomyces cerevisiae,PSY316AT_,10 µM,41.6,,,,17156081,
"3,5-dihydroxy-4Í-ethyl-trans-stilbene","3,5-hydroxy-4Í-ethyl-stilbene",Saccharomyces cerevisiae,PSY316AT_,10 µM,51.5,,,,17156081,
Resveratrol,,Saccharomyces cerevisiae,PSY316AT_,10 µM,33.9,,,,17156081,
Gamma-tocopherol ,,Caenorhabditis elegans,fem-1(hc17),20 ug/ml,17,,,,17169403,
Alpha-lipoic acid,Lipoic acid,Caenorhabditis elegans,N2,24 µM,24.2,14.3,,,17156833,
Gamma-tocopherol ,,Caenorhabditis elegans,fem-1(hc17),200 ug/ml,21,,,,17169403,
Vitamin E,Tocopherol,Caenorhabditis elegans,N2,200 µg/mL,20.6,0,,,17169403,
Epigallocatechin-3-gallate,EGCG,Caenorhabditis elegans,N2,25 µM,4.8,4.8,,NS,17156833,
Vitamin E,Tocopherol,Caenorhabditis elegans,N2,20 µg/mL,16.6,0,,,17169403,
Pregnenolone,PREG,Caenorhabditis elegans,N2,60 µg/mL,20,,,,17266678,
Vitamin E,Alpha-tocopherol,Drosophila melanogaster,Canton S,100 ug/ml,2,,Female,,17169403,
4-dafachronic acid,,Caenorhabditis elegans,N2,250 nM,0,2.6,,,17360327,
4-dafachronic acid,,Caenorhabditis elegans,N2,250 nM,16.6,28,,,17360327,
Creatine,,Mus musculus,C57BL/6J,0.01,8,3.5,Female,,17416441,
Green tea extract,Longjing green tree catechin extract,Drosophila melanogaster,Oregon-R-C,5 mg/ml,7.8,5.3,,,17440995,
Resveratrol,,Caenorhabditis elegans,N2,50 µM,50.8,29.2,,,17460219,
Green tea extract,Longjing green tree catechin extract,Drosophila melanogaster,Oregon-R-C,10 mg/ml,15.7,5.3,,,17440995,
Green tea extract,Longjing green tree catechin extract,Drosophila melanogaster,Oregon-R-C,1 mg/ml,5.9,5.3,,,17440995,
Nicotinamide riboside,NR,Saccharomyces cerevisiae,BY4741,10 µM,20,,,NS,17482543,
Tetrahydrocurcumin,,Mus musculus,C57BL/6J,0.002,11.7,6.5,,,17516143,
Resveratrol,,Caenorhabditis elegans,N2,100 µM,7.4,,,,17875315,
Resveratrol,,Caenorhabditis elegans,N2,100 µM,7.5,,,,17875315,
Resveratrol,,Caenorhabditis elegans,N2,100 µM,8.1,,,NS,17875315,
Resveratrol,,Caenorhabditis elegans,N2,100 µM,3.4,,,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,1 µM,-3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,10 µM,-3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,32 µM,-3.4,,Female,,17875315,
Green tea polyphenols,,Mus musculus,C57BL/6J,(80 mg/l,6.4,0,,,17516143,
Resveratrol,,Drosophila melanogaster,Canton S,100 µM,-3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,200 µM,0,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,1000 µM,3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,1 µM,0,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,3.2 µM,-3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,3.2 µM,0,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,10 µM,-7.7,,Female,,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,32 µM,-15.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,100 µM,-3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,200 µM,-3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,1000 µM,-3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,10 µM,-8.3,,Male,,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,1 µM,2.8,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,32 µM,-13.9,,Male,,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,3.2 µM,-2.8,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,100 µM,2.8,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,1000 µM,-8.3,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,1 µM,-6.8,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,3.2 µM,4.5,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,200 µM,0,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,10 µM,-4.5,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,32 µM,9.1,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,200 µM,-4.5,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,1000 µM,4.5,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,100 µM,0,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,3.2 µM,8.2,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,10 µM,0,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,100 µM,0,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,32 µM,-2,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,1000 µM,-2,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,200 µM,2,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,1 µM,-5.6,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Canton S,1 µM,0,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,3.2 µM,-2.8,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,10 µM,-5.6,,Female,,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,32 µM,-2.8,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,200 µM,-2.8,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,1 µM,6.9,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,100 µM,2.8,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,1000 µM,-5.6,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,10 µM,3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,3.2 µM,-3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,100 µM,-3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,1000 µM,6.9,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,32 µM,-3.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,1 µM,-3.7,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,200 µM,0,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,3.2 µM,-7.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,32 µM,-7.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,10 µM,0,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,100 µM,-3.7,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,1000 µM,-7.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,3.2 µM,-3,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,10 µM,15.2,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,200 µM,-7.4,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,32 µM,9.1,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,100 µM,0,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,200 µM,12.1,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,1000 µM,3,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,3.2 µM,2.8,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,1 µM,1.4,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,1 µM,15.2,,Female,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,32 µM,0,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,100 µM,-1.4,,Male,,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,200 µM,-1.4,,Male,,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,10 µM,0,,Male,NS,17875315,
Resveratrol,,Drosophila melanogaster,Dahomey,1000 µM,-2.8,,Male,NS,17875315,
Rhodiola rosea,,Drosophila melanogaster,,30 mg/mL,11.9,,Female,,17990971,
Quercetin,,Caenorhabditis elegans,N2,100 µM,19,15,,,18024103,
Lithium Chloride,,Caenorhabditis elegans,N2,10 mM,36,,,,17959600,
Rhodiola rosea,,Drosophila melanogaster,,30 mg/mL,14,,Male,,17990971,
Mianserin,,Caenorhabditis elegans,N2,50 µM,31,,,,18033297,
Hydrogen Sulphide,,Caenorhabditis elegans,N2,50ppm,74,,,,18077331,
Acticoa powder,Cocoa polyphenolic extract,Rattus norvegicus,Wistar-Unilever,24 mg/5 ml/kg,11,,,,18179729,
Valproic acid,,Caenorhabditis elegans,N2,6 mM,35,42,,,18248662,
Myxothiazol,,Caenorhabditis elegans,N2,NA,32,28.6,,,18221415,
Vitamin E,Alpha-tocopherol,Mus musculus,C57BL/6J,550 mg/kg,15,,,,18257658,
Platinum nanoparticles ,nano-Pt,Caenorhabditis elegans,N2,0.5 mM,22,,,,18400258,
FCCP,Carbonyl cyanide-4-(trifluoromethoxy)phenylhydrazone,Caenorhabditis elegans,N2,NA,28,21.4,,,18221415,
Reserpine,,Caenorhabditis elegans,N2,30 µM,31,,,,18409080,
Alpha-lipoic acid,DL-thioctic acid,Rattus norvegicus,BN/SsNOlaHSD,1.5 g/kg,0,,Male,NS,18486188,
"2,4-dinitrophenol",DNP,Mus musculus,Swiss Webster ,1 mg/L,7.1,,Female,,18505478,
Eleutherococcus senticosus root extract,,Caenorhabditis elegans,N2,250 µg/ml,16,,,,18536978,
Caffeine,,Saccharomyces cerevisiae,BY4741,0.2-0.4 mM,86,,,,18513215,
Aspirin,,Mus musculus,UM-HET3,2.5g /kg food,8,0,Male,,18631321,
Rhodiola rosea root extract,,Caenorhabditis elegans,N2,10 µg/ml,15,,,,18536978,
Nordihydroguaiaretic acid,NDGA,Mus musculus,UM-HET3,2.5 g/kg food,12,0,Male,,18631321,
Quercetin,,Caenorhabditis elegans,N2,100 µM,10,,,,18692520,
Alpha-lipoic acid,Lipoic acid,Caenorhabditis elegans,N2,1mM,21,0,,,18755260,
Quercetin,,Caenorhabditis elegans,N2,200 µM,10,,,,18692520,
Trolox,"6-hydroxy-2,5,7, 8-tetramethylchroman-2-carboxylic acid",Caenorhabditis elegans,N2,3 mM,31,,,,18755260,
Taxifolin,,Caenorhabditis elegans,N2,820 µM,51,,,,18755260,
Quercetin,,Caenorhabditis elegans,N2,100 µM,8,-3,,NS,19043800,
Quercetin,,Caenorhabditis elegans,N2,100 µM,8,16,,,19043800,
Propyl gallate,,Caenorhabditis elegans,N2,1 mM,12,0,,,18755260,
Quercetin,,Caenorhabditis elegans,N2,200 µM,9,,,,19043800,
Quercetin,,Caenorhabditis elegans,N2,200 µM,10,-8,,NS,19043800,
Quercetin,,Caenorhabditis elegans,N2,200 µM,10,,,,19043800,
Quercetin,,Caenorhabditis elegans,N2,200 µM,9,0,,,19043800,
Quercetin,,Caenorhabditis elegans,N2,200 µM,10,-2,,,19043800,
Quercetin,,Caenorhabditis elegans,N2,100 µM,11,25,,,19043800,
Quercetin,,Caenorhabditis elegans,N2,200 µM,18,29,,,19043800,
Quercetin,,Caenorhabditis elegans,N2,200 µM,11,9,,,19043800,
Cocoa,Cocoa powder,Drosophila melanogaster,rosy^+5,50 g/l medium,,,Male,,19083435,
Cocoa,Cocoa powder,Drosophila melanogaster,rosy^+5,100 g/l medium,,,Male,NS,19083435,
Epigallocatechin-3-gallate,EGCG,Caenorhabditis elegans,N2,NA,12.2,,,,19085685,
SkQ1,10-(6'-plastoquinonyl) decyltriphenylphosphonium,Drosophila melanogaster,,20pM-20nM,114,,Female,,19120018,
SkQ1,10-(6'-plastoquinonyl) decyltriphenylphosphonium,Ceriodaphnia affinis,,0.55 nM,100,,,,19120018,
SkQ1,10-(6'-plastoquinonyl) decyltriphenylphosphonium,Podospora anserina,,100 nM,50,,,,19120018,
Resveratrol,,Anastrepha ludens,,100 µM,-25.3,-9.5,Female,,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,-14.5,-14.4,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,-5.8,-7.3,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM ,-4.6,-12.4,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,-2.8,-4.8,Female,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,-3.3,-12.1,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,-0.5,3.7,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,-1.4,-12,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,-2.3,16.7,Female,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,0,-3.4,Female,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,1.3,16.6,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,2.3,5,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,2.6,17.5,Female,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,1.5,10,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,2.5,-7.7,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,6.2,7.3,Female,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,2.6,13.9,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,8,36.3,Male,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,3.8,5.7,Female,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,11.2,-1.4,Female,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,-4.9,5.4,Female,NS,19264118,
Resveratrol,,Anastrepha ludens,,100 µM,-2.3,26.5,Female,NS,19264118,
Pine Bark extract,,Caenorhabditis elegans,N2,10 µg/mL,,5.2,,,19350411,
Resveratrol,,Anastrepha ludens,,100 µM,15.6,22.5,Female,,19264118,
Psoralea corylifolia extract,,Caenorhabditis elegans,N2,10 µg/mL,,9.8,,,19350411,
Coenzyme Q10,Ubiquinones 10,Caenorhabditis elegans,clk-1 (qm30),,19,,,,19428456,
Nicotinamide adenine dinucleotide,NAD,Caenorhabditis elegans,N2,100 µM,15,,,,19370397,
Lamotrigine,,Drosophila melanogaster,Ives,12 mg/ml,15.4,,Male,,19430925,
Lamotrigine,,Drosophila melanogaster,Ives,12 mg/ml,17.2,,Female,,19430925,
Resveratrol,,Anastrepha ludens,,100 µM,-5.6,10.2,Female,NS,19264118,
Carbonylcyanide-3-chlorophenylhydrazone,CCCP,Caenorhabditis elegans,N2,10µm,60,,,,19442682,
Ascorbic acid,Vitamin C,Caenorhabditis elegans,N2,25uL Liposomes + 240ug ascorbic acid,,50,,,19580823,
Catechin,,Caenorhabditis elegans,N2,200µm,13,,,,19501612,
Glutathione,,Caenorhabditis elegans,N2,25µL Liposomes + 360µg glutathione,,50,,,19580823,
N-acetyl-L-cysteine,NAC,Caenorhabditis elegans,N2,25µL Liposomes + 100µg NAC,,42.9,,,19580823,
Juglone,"5-hydroxy-1,4-naphthalenedione",Caenorhabditis elegans,N2,40µm,29,,,,19597959,
Rhodiola rosea extract,,Drosophila melanogaster,,25 mg/mL,24,16,Male,,19634056,
Trimethadione,,Caenorhabditis elegans,N2,25uL Liposomes + 0.6mg trimethadione,,50,,,19580823,
Black teaæextractæ,,Drosophila melanogaster,,10 mg/ml,10,,,,19770032,
Rapamycin,,Mus musculus,Hybrid of CB6F1(F)& C3D2F1(M),2.24 mg/kg/day,13,14,Female,,19587680,
Oxaloacetate,Oxaloacetic acid,Caenorhabditis elegans,N2,8 mM,25,13,,,19793063,
Rhodiola rosea extract,,Drosophila melanogaster,,25 mg/mL,24,31,Female,,19634056,
Spermidine,,Drosophila melanogaster,w1118,1 mM,30,,,,19801973,
Spermidine,,Saccharomyces cerevisiae,,4 mM,233,,,,19801973,
Acetic Acid,,Caenorhabditis elegans,N2,50 ppm,23,,,,19837596,
Reishi polysaccharide,Ganoderma lucidum polysaccharide,Caenorhabditis elegans,N2,100 ppm,35,,,,19837596,
Spermidine,,Caenorhabditis elegans,N2,0.2 mM,15,,,,19801973,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-19,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-19,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-11,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,11,,,NS,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,0,,,NS,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-9,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-24,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-15,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-20,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-31,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-15,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-17,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-28,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,202%,-23,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,2%,-16,,,,19883616,
Glucose,Dextrose; D-glucose,Caenorhabditis elegans,N2,102%,-17,,,,19883616,
Glycerol,,Caenorhabditis elegans,N2,1%,-36,,,,19883616,
Glycerol,,Caenorhabditis elegans,N2,1%,-23,,,,19883616,
Sorbitol,D-sorbitol; Glucitol,Caenorhabditis elegans,N2,2%,5,,,NS,19883616,
Glycerol,,Caenorhabditis elegans,N2,1%,-24,,,,19883616,
Rapamycin,,Mus musculus,C57BL/6J,4 mg/kg,,,Male,,19934433,
LY-294002,,Drosophila melanogaster,Canton S,5 µM,14,22.5,Male,,20017609,
Sorbitol,D-sorbitol; Glucitol,Caenorhabditis elegans,N2,2%,-2,,,NS,19883616,
LY-294002,,Drosophila melanogaster,Canton S,5 µM,14.3,16.3,Female,,20017609,
Rapamycin,,Drosophila melanogaster,white Dahomey,200 µM,13,,Female,,20074526,
SQDB,Shi Quan Da Bu Tang Herbal Formula,Caenorhabditis elegans,N2,100 µg/ml,12,,,,20179756,
Metformin,,Rattus norvegicus,Fischer 344,300 mg/kg/day,2.3,2.1,,NS,20304770,
FCCP,Carbonyl cyanide-4-(trifluoromethoxy)phenylhydrazone,Caenorhabditis elegans,N2,50 µM,17.3,21.6,,,20346071,
VI-28,,Mus musculus,C57BL/6J,0.005,7.2,,Female,NS,20370440,
Metformin,,Caenorhabditis elegans,N2,50 mM,40,0,,,20090912,
VI-28,,Mus musculus,C57BL/6J,0.0005,8.8,,Female,,20370440,
VI-28,,Mus musculus,C57BL/6J,0.005,13.5,,Male,,20370440,
VI-28,,Mus musculus,C57BL/6J,0.0005,14.4,,Male,,20370440,
Tannic acid,,Caenorhabditis elegans,N2,100 µM,18,,,,20413530,
Indolepropionamide ,IPAM,Philodina acuticornis,odiosa,10 µM,137.8,,,,20421998,
Indolepropionamide ,IPAM,Philodina acuticornis,odiosa,20 µM,229.7,,,,20421998,
Indolepropionamide ,IPAM,Philodina acuticornis,odiosa,30 µM,267.9,,,,20421998,
Phaseolus vulgaris Extract,,Caenorhabditis elegans,N2,150 µg / mL,13.2,,,,20455573,
Trehalose,,Caenorhabditis elegans,N2,5 mM,32,,,,20477758,
Epicatechin,EC,Caenorhabditis elegans,N2,100 µM,15,11,,NS,20513639,
DhHP-6,Deuterohemin-AlaHisThrValGluLys,Caenorhabditis elegans,N2,200 µM,21,,,,20528576,
Epigallocatechin-3-gallate,EGCG,Caenorhabditis elegans,N2,100 µM,20,13,,NS,20513639,
L-Carnitine,Acetyl-L-carnitine,Saccharomyces cerevisiae,BY4741,1 mM,140,,,NS,20550520,
L-Carnitine,Acetyl-L-carnitine,Saccharomyces cerevisiae,BY4741,1 mM,260,,,NS,20550520,
L-Carnitine,Acetyl-L-carnitine,Saccharomyces cerevisiae,CM39L-11A,1 mM,50,,,NS,20550520,
L-Carnitine,Acetyl-L-carnitine,Saccharomyces cerevisiae,CM39L-11A,1 mM,62.4,,,NS,20550520,
L-Carnitine,,Saccharomyces cerevisiae,CM39L-11A,1 mM,42.8,,,NS,20550520,
Marine collagen peptides,MCPs,Rattus norvegicus,Sprague-Dawley,0.09,11,13,,,20553190,
Lithocholic acid,,Saccharomyces cerevisiae,BY4741,50 µM ,100,,,,20622262,
Curcumin,,Drosophila melanogaster,Canton S,100 µM,19,,Female,,20645870,
Carnosine,,Drosophila melanogaster,,50 mg/l,20,,Male,,20681748,
"S,S-trolox-carnosine",STC,Drosophila melanogaster,,50 mg/L,16,,Male,,20681748,
L-Carnitine,Propionyl-L-Carnitine; L-propionylcarnitine,Saccharomyces cerevisiae,CM39L-11A,1 mM,21.4,,,NS,20550520,
"S,S-trolox-carnosine",STC,Drosophila melanogaster,,50 mg/L,36,,Female,,20681748,
Curcumin,,Drosophila melanogaster,Ives,250 µM,18,,Male,,20645870,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,4 ul/100 ml media,12.4,6.4,Male,,20738162,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,4 ul/100 ml media,16,14,Female,,20738162,
Apple polyphenols,,Caenorhabditis elegans,N2,100 µg/ml,12,,,,20717869,
Procyanidins,,Caenorhabditis elegans,N2,65 µg/ml,12.1,,,,20717869,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,12 ul/100 ml media,26.8,21.3,Male,,20738162,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,20 ul/100 ml media,44.4,8,Male,,20738162,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,20 ul/100 ml media,55.7,36,Female,,20738162,
Stachys lavandulifolia water extract,,Drosophila melanogaster,Oregon R,12 ul/100 ml media,21.9,8,Female,,20738162,
Stachys lavandulifolia water extract,,Drosophila melanogaster,Oregon R,12 ul/100 ml media,22.1,10.6,Male,,20738162,
Stachys lavandulifolia water extract,,Drosophila melanogaster,Oregon R,20 ul/100 ml media,32,14.9,Male,,20738162,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,12 ul/100 ml media,31.3,22,Female,,20738162,
Dimethyl sulfoxideæ,,Caenorhabditis elegans,N2,0.005,29,18.6,,,20828537,
N-acetyl-L-cysteine,NAC,Mus musculus,UM-HET3,10 g/L of water,24,45,Male,,20819793,
Electrolyzed reduced water,TI-200 ERW,Caenorhabditis elegans,N2,,41,0,,,20944427,
Branched-Chain Amino Acids,BCAAs; Branched-Chain Amino Acids,Mus musculus,B6.129S2,1.5 mg/g body weight,12,0,,,20889128,
Sodium pyruvate,Pyruvic acid,Caenorhabditis elegans,N2,2.5 mM,13.9,,,,21040400,
Morphine,,Drosophila melanogaster,Oregon R,,3.2,,,,21061062,
Stachys lavandulifolia water extract,,Drosophila melanogaster,Oregon R,20 ul/100 ml media,35.6,14,Female,,20738162,
Paraquat,"N,N_-dimethyl-4,4_-bipyridinium dichloride",Caenorhabditis elegans,N2,0.1 mM,58,48,,,21151885,
Dichloroacetate,,Caenorhabditis elegans,N2,50 µg/ml,7.9,13.5,,,21153705,
Morphine,,Drosophila melanogaster,Oregon R,,2.6,,,,21061062,
Glaucarubinone,,Caenorhabditis elegans,N2,100 nM,7.9,9,,,21264793,
Celecoxib,,Caenorhabditis elegans,N2,10µm,19,,,,21348927,
Nectarine,,Drosophila melanogaster,Canton S,0.04,17.6,2.7,Female,,21406223,
Apple polyphenols,,Drosophila melanogaster,Oregon R,NA,10,,,,21319854,
Resveratrol,,Caenorhabditis elegans,N2,100 ug/ml,11,11.5,,,21364612,
Thioflavin T,"(4-(3,6-dimethyl-1,3-benzothiazol-3-ium-2- yl)-N,N-dimethylaniline chloride)",Caenorhabditis elegans,N2,50-100µM,60,78,,,21451522,
Oregano and Cranberry extracts,,Anastrepha ludens,Loew,0.02,43,,,,21455602,
Pyrrolidine dithiocarbamate,,Drosophila melanogaster,,20 mg/l,16,,Female,,21483034,
Diallyl trisulfide,DATS,Caenorhabditis elegans,TJ1060,10 µM,13,,,,21296648,
Caffeicæacidæ,,Caenorhabditis elegans,N2,300 µM,11,,,,21503726,
Rosmarinic acid,,Caenorhabditis elegans,N2,200 µM,10,,,,21503726,
Q3'G,quercetin 3'-O-beta-D-glucopyranoside,Caenorhabditis elegans,N2,21 µg/mL,12,,,,21563825,
Pyrrolidine dithiocarbamate,,Drosophila melanogaster,,20 mg/l,15,,Male,,21483034,
Q3M,3-O-beta-D-glucopyranoside-(4-1)-beta-D-glucopyranoside,Caenorhabditis elegans,N2,20 µg/mL,20,,,,21563825,
Electrolyzed reduced water,ERW,Caenorhabditis elegans,N2,,12.1,,,,21737933,
Electrolyzed reduced water,ERW,Caenorhabditis elegans,N2,,15.5,,,,21737933,
Electrolyzed reduced water,ERW,Caenorhabditis elegans,N2,,32.3,,,,21737933,
Epicatechin,,Drosophila melanogaster,Canton S,0.1 mM/l,42,,,,21525262,
Electrolyzed reduced water,ERW,Caenorhabditis elegans,N2,,37.4,,,,21737933,
Platinum nanoparticles ,,Caenorhabditis elegans,N2,50 ppb,1.7,,,NS,21737933,
Quercetin,,Caenorhabditis elegans,N2,22 µg/mL,14,,,,21563825,
